SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
CDSL,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1
CAMS,Computer Age Management Services Limited,EQ,07-MAY-2021,10,1,INE596I01012,10
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
